product_id,total_stock,total_sales,stock_to_sales_ratio,risk_level,product_name
1319,371.0,11.0,33.72727272727273,Rủi ro cao: Tồn kho lớn so với doanh số,Acecook Clear Premium 500g
60,134.0,4.0,33.5,Rủi ro cao: Tồn kho lớn so với doanh số,P&G East Đặc Biệt 1L
1077,197.0,6.0,32.833333333333336,Rủi ro cao: Tồn kho lớn so với doanh số,Ajinomoto Just Thượng Hạng 1kg
220,292.0,9.0,32.44444444444444,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk Important Đặc Biệt 1kg
569,834.0,26.0,32.07692307692308,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Better Premium 700ml
1570,252.0,8.0,31.5,Rủi ro cao: Tồn kho lớn so với doanh số,Acecook Hour Vị Mới 330ml
1211,370.0,12.0,30.833333333333332,Rủi ro cao: Tồn kho lớn so với doanh số,Unilever Tell Premium 1L
617,396.0,13.0,30.46153846153846,Rủi ro cao: Tồn kho lớn so với doanh số,P&G Above Dinh Dưỡng 1kg
1161,207.0,7.0,29.571428571428573,Rủi ro cao: Tồn kho lớn so với doanh số,Orion Spend Vị Mới 500g
281,502.0,17.0,29.529411764705884,Rủi ro cao: Tồn kho lớn so với doanh số,Nestlé Prepare Premium 1L
202,117.0,4.0,29.25,Rủi ro cao: Tồn kho lớn so với doanh số,Unilever Need Thượng Hạng 250ml
763,261.0,9.0,29.0,Rủi ro cao: Tồn kho lớn so với doanh số,Unilever Heavy Premium 1kg
1770,519.0,18.0,28.833333333333332,Rủi ro cao: Tồn kho lớn so với doanh số,Unilever Number Vị Mới 500ml
1854,227.0,8.0,28.375,Rủi ro cao: Tồn kho lớn so với doanh số,P&G Rest Vị Mới 700ml
397,139.0,5.0,27.8,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk Idea Dinh Dưỡng 500ml
1432,190.0,7.0,27.142857142857142,Rủi ro cao: Tồn kho lớn so với doanh số,P&G Industry Thượng Hạng 1L
1515,351.0,13.0,27.0,Rủi ro cao: Tồn kho lớn so với doanh số,Acecook Wear Thượng Hạng 500ml
958,265.0,10.0,26.5,Rủi ro cao: Tồn kho lớn so với doanh số,Orion Science Thượng Hạng 500ml
1708,159.0,6.0,26.5,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory None Vị Mới 250ml
1456,288.0,11.0,26.181818181818183,Rủi ro cao: Tồn kho lớn so với doanh số,P&G Eye Vị Mới 100g
204,285.0,11.0,25.90909090909091,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Really Thượng Hạng 330ml
1385,279.0,11.0,25.363636363636363,Rủi ro cao: Tồn kho lớn so với doanh số,Orion Serve Dinh Dưỡng 700ml
1046,152.0,6.0,25.333333333333332,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Dark Dinh Dưỡng 1kg
1917,329.0,13.0,25.307692307692307,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Gun Dinh Dưỡng 250ml
1079,373.0,15.0,24.866666666666667,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk International Đặc Biệt 500g
530,348.0,14.0,24.857142857142858,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Natural Đặc Biệt 500ml
774,518.0,21.0,24.666666666666668,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk Follow Đặc Biệt 100g
463,452.0,19.0,23.789473684210527,Rủi ro cao: Tồn kho lớn so với doanh số,Nestlé By Premium 500g
391,118.0,5.0,23.6,Rủi ro cao: Tồn kho lớn so với doanh số,P&G In Đặc Biệt 1L
468,280.0,12.0,23.333333333333332,Rủi ro cao: Tồn kho lớn so với doanh số,Unilever Huge Thượng Hạng 100g
1607,210.0,9.0,23.333333333333332,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Case Premium 700ml
551,256.0,11.0,23.272727272727273,Rủi ro cao: Tồn kho lớn so với doanh số,Acecook Moment Đặc Biệt 1kg
1080,137.0,6.0,22.833333333333332,Rủi ro cao: Tồn kho lớn so với doanh số,Unilever Accept Premium 1kg
1839,316.0,14.0,22.571428571428573,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Term Thượng Hạng 100g
1027,293.0,13.0,22.53846153846154,Rủi ro cao: Tồn kho lớn so với doanh số,Acecook Both Dinh Dưỡng 700ml
491,312.0,14.0,22.285714285714285,Rủi ro cao: Tồn kho lớn so với doanh số,PepsiCo Forget Premium 1L
733,443.0,20.0,22.15,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Issue Thượng Hạng 330ml
881,433.0,20.0,21.65,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk As Dinh Dưỡng 500ml
1520,301.0,14.0,21.5,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Kitchen Dinh Dưỡng 700ml
1926,299.0,14.0,21.357142857142858,Rủi ro cao: Tồn kho lớn so với doanh số,P&G Human Đặc Biệt 100g
897,253.0,12.0,21.083333333333332,Rủi ro cao: Tồn kho lớn so với doanh số,Unilever Energy Vị Mới 1L
1142,167.0,8.0,20.875,Rủi ro cao: Tồn kho lớn so với doanh số,Orion Fill Đặc Biệt 500ml
1091,643.0,31.0,20.741935483870968,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Personal Vị Mới 1L
1598,144.0,7.0,20.571428571428573,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Can Thượng Hạng 250ml
1935,450.0,22.0,20.454545454545453,Rủi ro cao: Tồn kho lớn so với doanh số,Acecook Often Thượng Hạng 100g
1069,183.0,9.0,20.333333333333332,Rủi ro cao: Tồn kho lớn so với doanh số,PepsiCo Nor Dinh Dưỡng 1L
729,141.0,7.0,20.142857142857142,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk Moment Đặc Biệt 250ml
259,280.0,14.0,20.0,Rủi ro cao: Tồn kho lớn so với doanh số,Unilever Which Đặc Biệt 330ml
236,377.0,19.0,19.842105263157894,Rủi ro cao: Tồn kho lớn so với doanh số,Ajinomoto Risk Premium 500g
100,472.0,24.0,19.666666666666668,Rủi ro cao: Tồn kho lớn so với doanh số,Ajinomoto Student Premium 250ml
2018,98.0,5.0,19.6,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk Week Premium 1L
928,213.0,11.0,19.363636363636363,Rủi ro cao: Tồn kho lớn so với doanh số,Unilever Measure Thượng Hạng 1L
1647,116.0,6.0,19.333333333333332,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk Matter Thượng Hạng 1kg
961,206.0,11.0,18.727272727272727,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Ready Premium 1L
1990,186.0,10.0,18.6,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory I Đặc Biệt 500ml
342,409.0,22.0,18.59090909090909,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk Point Dinh Dưỡng 700ml
1674,371.0,20.0,18.55,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk Couple Thượng Hạng 250ml
1813,202.0,11.0,18.363636363636363,Rủi ro cao: Tồn kho lớn so với doanh số,PepsiCo Effort Vị Mới 330ml
520,110.0,6.0,18.333333333333332,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Husband Dinh Dưỡng 1kg
1746,273.0,15.0,18.2,Rủi ro cao: Tồn kho lớn so với doanh số,Orion Rise Vị Mới 500g
1586,505.0,28.0,18.035714285714285,Rủi ro cao: Tồn kho lớn so với doanh số,P&G Not Đặc Biệt 330ml
1581,144.0,8.0,18.0,Rủi ro cao: Tồn kho lớn so với doanh số,Unilever Foreign Premium 1L
1761,341.0,19.0,17.94736842105263,Rủi ro cao: Tồn kho lớn so với doanh số,Acecook Nearly Đặc Biệt 1kg
1351,285.0,16.0,17.8125,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Yes Premium 500g
1914,354.0,20.0,17.7,Rủi ro cao: Tồn kho lớn so với doanh số,Unilever Director Dinh Dưỡng 1kg
471,211.0,12.0,17.583333333333332,Rủi ro cao: Tồn kho lớn so với doanh số,Orion State Vị Mới 1L
1474,350.0,20.0,17.5,Rủi ro cao: Tồn kho lớn so với doanh số,Orion Student Thượng Hạng 100g
631,414.0,24.0,17.25,Rủi ro cao: Tồn kho lớn so với doanh số,Ajinomoto Word Đặc Biệt 1kg
2002,276.0,16.0,17.25,Rủi ro cao: Tồn kho lớn so với doanh số,Orion Somebody Vị Mới 500g
453,224.0,13.0,17.23076923076923,Rủi ro cao: Tồn kho lớn so với doanh số,Unilever Parent Thượng Hạng 1kg
952,361.0,21.0,17.19047619047619,Rủi ro cao: Tồn kho lớn so với doanh số,P&G Oil Thượng Hạng 250ml
1020,292.0,17.0,17.176470588235293,Rủi ro cao: Tồn kho lớn so với doanh số,Acecook Film Đặc Biệt 500g
1078,222.0,13.0,17.076923076923077,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk Such Dinh Dưỡng 500g
243,34.0,2.0,17.0,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Analysis Dinh Dưỡng 500ml
1687,118.0,7.0,16.857142857142858,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Wind Vị Mới 330ml
1217,336.0,20.0,16.8,Rủi ro cao: Tồn kho lớn so với doanh số,PepsiCo Walk Vị Mới 250ml
1040,401.0,24.0,16.708333333333332,Rủi ro cao: Tồn kho lớn so với doanh số,Nestlé Chance Premium 330ml
1111,200.0,12.0,16.666666666666668,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk Bill Vị Mới 100g
341,100.0,6.0,16.666666666666668,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Control Premium 500g
595,632.0,38.0,16.63157894736842,Rủi ro cao: Tồn kho lớn so với doanh số,Orion Become Đặc Biệt 700ml
979,479.0,29.0,16.517241379310345,Rủi ro cao: Tồn kho lớn so với doanh số,Ajinomoto Response Dinh Dưỡng 700ml
1102,164.0,10.0,16.4,Rủi ro cao: Tồn kho lớn so với doanh số,Ajinomoto Listen Đặc Biệt 330ml
1797,360.0,22.0,16.363636363636363,Rủi ro cao: Tồn kho lớn so với doanh số,Ajinomoto Probably Vị Mới 700ml
1741,441.0,27.0,16.333333333333332,Rủi ro cao: Tồn kho lớn so với doanh số,P&G Will Premium 700ml
2020,391.0,24.0,16.291666666666668,Rủi ro cao: Tồn kho lớn so với doanh số,PepsiCo Look Đặc Biệt 700ml
1792,406.0,25.0,16.24,Rủi ro cao: Tồn kho lớn so với doanh số,Ajinomoto Continue Thượng Hạng 1L
1662,177.0,11.0,16.09090909090909,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Table Dinh Dưỡng 100g
373,482.0,30.0,16.066666666666666,Rủi ro cao: Tồn kho lớn so với doanh số,Ajinomoto Body Thượng Hạng 100g
325,257.0,16.0,16.0625,Rủi ro cao: Tồn kho lớn so với doanh số,Acecook Build Thượng Hạng 1L
1313,160.0,10.0,16.0,Rủi ro cao: Tồn kho lớn so với doanh số,Acecook Tax Thượng Hạng 100g
439,144.0,9.0,16.0,Rủi ro cao: Tồn kho lớn so với doanh số,Ajinomoto Individual Thượng Hạng 500ml
1110,319.0,20.0,15.95,Rủi ro cao: Tồn kho lớn so với doanh số,PepsiCo Size Đặc Biệt 1L
771,142.0,9.0,15.777777777777779,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Election Dinh Dưỡng 500g
1554,142.0,9.0,15.777777777777779,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Stay Dinh Dưỡng 1L
1062,298.0,19.0,15.68421052631579,Rủi ro cao: Tồn kho lớn so với doanh số,Acecook Provide Thượng Hạng 330ml
518,313.0,20.0,15.65,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Man Dinh Dưỡng 1L
1673,156.0,10.0,15.6,Rủi ro cao: Tồn kho lớn so với doanh số,Unilever Right Premium 250ml
877,109.0,7.0,15.571428571428571,Rủi ro cao: Tồn kho lớn so với doanh số,PepsiCo Reveal Dinh Dưỡng 500g
1390,171.0,11.0,15.545454545454545,Rủi ro cao: Tồn kho lớn so với doanh số,Orion Coach Thượng Hạng 1L
1230,340.0,22.0,15.454545454545455,Rủi ro cao: Tồn kho lớn so với doanh số,Ajinomoto Near Premium 100g
1610,77.0,5.0,15.4,Rủi ro cao: Tồn kho lớn so với doanh số,Ajinomoto There Thượng Hạng 700ml
314,138.0,9.0,15.333333333333334,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Because Đặc Biệt 1L
1513,198.0,13.0,15.23076923076923,Rủi ro cao: Tồn kho lớn so với doanh số,PepsiCo Example Premium 1kg
1957,137.0,9.0,15.222222222222221,Rủi ro cao: Tồn kho lớn so với doanh số,Acecook Baby Dinh Dưỡng 500g
1195,378.0,25.0,15.12,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk Word Premium 500ml
1254,498.0,33.0,15.090909090909092,Rủi ro cao: Tồn kho lớn so với doanh số,Nestlé Read Dinh Dưỡng 1L
218,225.0,15.0,15.0,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Condition Thượng Hạng 1L
1557,210.0,14.0,15.0,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Anyone Thượng Hạng 1L
1271,434.0,29.0,14.96551724137931,Rủi ro cao: Tồn kho lớn so với doanh số,Orion Republican Vị Mới 500g
1534,386.0,26.0,14.846153846153847,Rủi ro cao: Tồn kho lớn so với doanh số,Orion Get Thượng Hạng 500g
300,133.0,9.0,14.777777777777779,Rủi ro cao: Tồn kho lớn so với doanh số,Nestlé The Thượng Hạng 500ml
146,265.0,18.0,14.722222222222221,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Some Premium 500g
1469,292.0,20.0,14.6,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk Of Dinh Dưỡng 1kg
767,145.0,10.0,14.5,Rủi ro cao: Tồn kho lớn so với doanh số,Orion Thing Dinh Dưỡng 1L
1663,58.0,4.0,14.5,Rủi ro cao: Tồn kho lớn so với doanh số,Ajinomoto Strategy Premium 1kg
154,145.0,10.0,14.5,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk His Thượng Hạng 1kg
1463,261.0,18.0,14.5,Rủi ro cao: Tồn kho lớn so với doanh số,Unilever Identify Vị Mới 500ml
544,362.0,25.0,14.48,Rủi ro cao: Tồn kho lớn so với doanh số,P&G Enjoy Đặc Biệt 100g
909,246.0,17.0,14.470588235294118,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Usually Premium 1kg
1281,159.0,11.0,14.454545454545455,Rủi ro cao: Tồn kho lớn so với doanh số,Acecook Expert Premium 330ml
375,288.0,20.0,14.4,Rủi ro cao: Tồn kho lớn so với doanh số,Orion But Dinh Dưỡng 700ml
832,186.0,13.0,14.307692307692308,Rủi ro cao: Tồn kho lớn so với doanh số,Ajinomoto Election Thượng Hạng 250ml
746,143.0,10.0,14.3,Rủi ro cao: Tồn kho lớn so với doanh số,Unilever Peace Dinh Dưỡng 500ml
1284,143.0,10.0,14.3,Rủi ro cao: Tồn kho lớn so với doanh số,P&G Discover Dinh Dưỡng 1L
1697,257.0,18.0,14.277777777777779,Rủi ro cao: Tồn kho lớn so với doanh số,Ajinomoto Health Thượng Hạng 500g
1345,99.0,7.0,14.142857142857142,Rủi ro cao: Tồn kho lớn so với doanh số,Acecook Hotel Vị Mới 250ml
1208,113.0,8.0,14.125,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Late Vị Mới 100g
1270,254.0,18.0,14.11111111111111,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk Especially Đặc Biệt 100g
1778,268.0,19.0,14.105263157894736,Rủi ro cao: Tồn kho lớn so với doanh số,P&G No Vị Mới 700ml
668,337.0,24.0,14.041666666666666,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Necessary Dinh Dưỡng 1L
599,265.0,19.0,13.947368421052632,Rủi ro cao: Tồn kho lớn so với doanh số,PepsiCo Local Premium 250ml
802,222.0,16.0,13.875,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk So Premium 100g
289,402.0,29.0,13.862068965517242,Rủi ro cao: Tồn kho lớn so với doanh số,Unilever No Thượng Hạng 500ml
703,552.0,40.0,13.8,Rủi ro cao: Tồn kho lớn so với doanh số,Acecook Budget Dinh Dưỡng 330ml
570,386.0,28.0,13.785714285714286,Rủi ro cao: Tồn kho lớn so với doanh số,Unilever Result Đặc Biệt 700ml
1377,275.0,20.0,13.75,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk Up Dinh Dưỡng 500ml
1312,137.0,10.0,13.7,Rủi ro cao: Tồn kho lớn so với doanh số,Unilever Sell Vị Mới 500ml
163,109.0,8.0,13.625,Rủi ro cao: Tồn kho lớn so với doanh số,P&G Take Vị Mới 100g
1490,109.0,8.0,13.625,Rủi ro cao: Tồn kho lớn so với doanh số,PepsiCo Per Đặc Biệt 1kg
1048,340.0,25.0,13.6,Rủi ro cao: Tồn kho lớn so với doanh số,Ajinomoto Old Đặc Biệt 1kg
42,244.0,18.0,13.555555555555555,Rủi ro cao: Tồn kho lớn so với doanh số,Nestlé Few Premium 500g
1898,203.0,15.0,13.533333333333333,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Hot Premium 100g
1675,230.0,17.0,13.529411764705882,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Seek Đặc Biệt 330ml
338,620.0,46.0,13.478260869565217,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Up Premium 330ml
63,174.0,13.0,13.384615384615385,Rủi ro cao: Tồn kho lớn so với doanh số,PepsiCo Call Thượng Hạng 700ml
92,227.0,17.0,13.352941176470589,Rủi ro cao: Tồn kho lớn so với doanh số,PepsiCo Middle Đặc Biệt 500ml
597,266.0,20.0,13.3,Rủi ro cao: Tồn kho lớn so với doanh số,Ajinomoto Action Vị Mới 1L
1376,463.0,35.0,13.228571428571428,Rủi ro cao: Tồn kho lớn so với doanh số,P&G Author Thượng Hạng 500g
474,251.0,19.0,13.210526315789474,Rủi ro cao: Tồn kho lớn so với doanh số,Ajinomoto Trouble Dinh Dưỡng 250ml
148,264.0,20.0,13.2,Rủi ro cao: Tồn kho lớn so với doanh số,PepsiCo Dark Vị Mới 500ml
1751,341.0,26.0,13.115384615384615,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk Stage Dinh Dưỡng 250ml
1841,300.0,23.0,13.043478260869565,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Fact Vị Mới 330ml
461,143.0,11.0,13.0,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk Table Đặc Biệt 1kg
725,351.0,27.0,13.0,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Ground Vị Mới 1kg
905,233.0,18.0,12.944444444444445,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk Might Đặc Biệt 100g
81,155.0,12.0,12.916666666666666,Rủi ro cao: Tồn kho lớn so với doanh số,Nestlé Truth Thượng Hạng 700ml
647,413.0,32.0,12.90625,Rủi ro cao: Tồn kho lớn so với doanh số,Unilever Finish Premium 100g
1986,464.0,36.0,12.88888888888889,Rủi ro cao: Tồn kho lớn so với doanh số,Ajinomoto Peace Vị Mới 500g
28,295.0,23.0,12.826086956521738,Rủi ro cao: Tồn kho lớn so với doanh số,CHIN-SU Nước mắm 750ml
532,141.0,11.0,12.818181818181818,Rủi ro cao: Tồn kho lớn so với doanh số,Acecook Inside Đặc Biệt 500g
1872,179.0,14.0,12.785714285714286,Rủi ro cao: Tồn kho lớn so với doanh số,Ajinomoto Hold Đặc Biệt 330ml
829,332.0,26.0,12.76923076923077,Rủi ro cao: Tồn kho lớn so với doanh số,Unilever Information Thượng Hạng 250ml
1905,229.0,18.0,12.722222222222221,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk Win Dinh Dưỡng 1L
44,343.0,27.0,12.703703703703704,Rủi ro cao: Tồn kho lớn so với doanh số,Nestlé Enough Dinh Dưỡng 500ml
1395,189.0,15.0,12.6,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk Whether Đặc Biệt 1L
558,352.0,28.0,12.571428571428571,Rủi ro cao: Tồn kho lớn so với doanh số,Ajinomoto Force Dinh Dưỡng 1kg
226,300.0,24.0,12.5,Rủi ro cao: Tồn kho lớn so với doanh số,Acecook Brother Thượng Hạng 1L
132,125.0,10.0,12.5,Rủi ro cao: Tồn kho lớn so với doanh số,Orion Bar Dinh Dưỡng 330ml
210,150.0,12.0,12.5,Rủi ro cao: Tồn kho lớn so với doanh số,Nestlé Today Đặc Biệt 330ml
963,299.0,24.0,12.458333333333334,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Nothing Vị Mới 500g
980,137.0,11.0,12.454545454545455,Rủi ro cao: Tồn kho lớn so với doanh số,PepsiCo Mention Premium 1L
1405,87.0,7.0,12.428571428571429,Rủi ro cao: Tồn kho lớn so với doanh số,Orion Three Vị Mới 100g
1115,435.0,35.0,12.428571428571429,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk Claim Premium 500ml
1544,111.0,9.0,12.333333333333334,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Single Dinh Dưỡng 330ml
390,444.0,36.0,12.333333333333334,Rủi ro cao: Tồn kho lớn so với doanh số,Nestlé Site Thượng Hạng 1L
1877,493.0,40.0,12.325,Rủi ro cao: Tồn kho lớn so với doanh số,Acecook Pattern Dinh Dưỡng 100g
910,382.0,31.0,12.32258064516129,Rủi ro cao: Tồn kho lớn so với doanh số,Ajinomoto Hot Thượng Hạng 1L
1719,98.0,8.0,12.25,Rủi ro cao: Tồn kho lớn so với doanh số,Acecook Watch Đặc Biệt 1kg
419,245.0,20.0,12.25,Rủi ro cao: Tồn kho lớn so với doanh số,Nestlé Figure Đặc Biệt 700ml
332,245.0,20.0,12.25,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Appear Dinh Dưỡng 700ml
207,366.0,30.0,12.2,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Situation Thượng Hạng 1L
840,255.0,21.0,12.142857142857142,Rủi ro cao: Tồn kho lớn so với doanh số,Nestlé Indeed Dinh Dưỡng 250ml
215,182.0,15.0,12.133333333333333,Rủi ro cao: Tồn kho lớn so với doanh số,P&G Raise Vị Mới 500g
1583,266.0,22.0,12.090909090909092,Rủi ro cao: Tồn kho lớn so với doanh số,Ajinomoto Science Đặc Biệt 500ml
1,252.0,21.0,12.0,Rủi ro cao: Tồn kho lớn so với doanh số,CHIN-SU Nước mắm 500ml
764,298.0,25.0,11.92,Rủi ro cao: Tồn kho lớn so với doanh số,Nestlé Everyone Dinh Dưỡng 1kg
421,214.0,18.0,11.88888888888889,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk Bar Đặc Biệt 700ml
1888,178.0,15.0,11.866666666666667,Rủi ro cao: Tồn kho lớn so với doanh số,Unilever Eat Vị Mới 100g
1047,415.0,35.0,11.857142857142858,Rủi ro cao: Tồn kho lớn so với doanh số,Orion Break Dinh Dưỡng 250ml
404,436.0,37.0,11.783783783783784,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Take Premium 700ml
1404,423.0,36.0,11.75,Rủi ro cao: Tồn kho lớn so với doanh số,Unilever Public Vị Mới 500g
