transaction_id,store_id,product_id,date_id,transaction_type,quantity,reference_sale_id,reference_shipment_id
329,571,1086,2023-11-29,SHIPMENT,100,,329
330,923,728,2024-08-09,SHIPMENT,129,,330
331,1736,950,2022-11-25,SHIPMENT,142,,331
332,1920,1172,2022-08-08,SHIPMENT,104,,332
333,1165,615,2022-04-13,SHIPMENT,126,,333
334,275,285,2023-11-16,SHIPMENT,61,,334
335,1662,156,2023-06-04,SHIPMENT,48,,335
336,2796,1502,2022-09-19,SHIPMENT,89,,336
337,381,1857,2024-11-02,SHIPMENT,36,,337
338,2870,660,2023-09-29,SHIPMENT,149,,338
339,390,208,2022-10-10,SHIPMENT,122,,339
340,383,797,2022-03-24,SHIPMENT,47,,340
341,1223,1134,2022-09-29,SHIPMENT,101,,341
342,700,223,2023-05-10,SHIPMENT,33,,342
343,182,649,2024-09-02,SHIPMENT,142,,343
344,1910,1867,2023-01-06,SHIPMENT,110,,344
345,2567,1930,2023-06-21,SHIPMENT,48,,345
346,2572,513,2023-02-05,SHIPMENT,46,,346
347,466,1325,2022-11-19,SHIPMENT,81,,347
348,1344,226,2025-02-07,SHIPMENT,143,,348
349,503,1542,2024-10-14,SHIPMENT,77,,349
350,1742,71,2022-10-11,SHIPMENT,57,,350
351,2008,186,2024-03-01,SHIPMENT,118,,351
352,2433,510,2023-11-14,SHIPMENT,142,,352
353,1241,1426,2023-11-12,SHIPMENT,107,,353
354,274,1105,2022-07-30,SHIPMENT,34,,354
355,2420,659,2022-03-22,SHIPMENT,33,,355
356,27,1064,2022-09-02,SHIPMENT,112,,356
357,1969,1575,2024-06-20,SHIPMENT,68,,357
358,1387,180,2024-03-02,SHIPMENT,139,,358
359,974,1482,2024-04-13,SHIPMENT,119,,359
360,756,1609,2023-06-23,SHIPMENT,31,,360
361,2988,552,2022-02-04,SHIPMENT,133,,361
362,1732,1844,2022-12-13,SHIPMENT,95,,362
363,2454,568,2025-02-17,SHIPMENT,48,,363
364,422,7,2022-04-13,SHIPMENT,97,,364
365,1365,1183,2022-08-31,SHIPMENT,104,,365
366,947,1352,2023-04-04,SHIPMENT,54,,366
367,1422,244,2023-02-09,SHIPMENT,112,,367
368,2748,48,2022-05-28,SHIPMENT,127,,368
369,174,974,2022-09-23,SHIPMENT,132,,369
370,1397,574,2024-06-16,SHIPMENT,84,,370
371,2754,1829,2024-06-05,SHIPMENT,44,,371
372,2673,1693,2025-04-16,SHIPMENT,75,,372
373,2037,892,2023-02-13,SHIPMENT,63,,373
374,2200,1095,2022-01-18,SHIPMENT,35,,374
375,583,1226,2022-08-01,SHIPMENT,45,,375
376,1030,1986,2022-09-23,SHIPMENT,117,,376
377,1047,234,2024-03-13,SHIPMENT,123,,377
378,1519,1095,2024-03-09,SHIPMENT,126,,378
379,226,1835,2022-05-31,SHIPMENT,91,,379
380,197,1011,2024-04-03,SHIPMENT,79,,380
381,232,1286,2023-08-28,SHIPMENT,84,,381
382,1607,1207,2024-05-29,SHIPMENT,112,,382
383,1337,1300,2023-01-14,SHIPMENT,94,,383
384,1383,1928,2025-05-30,SHIPMENT,130,,384
385,517,739,2024-05-20,SHIPMENT,92,,385
386,673,292,2024-05-10,SHIPMENT,42,,386
387,1910,1409,2025-04-10,SHIPMENT,103,,387
388,124,1950,2024-10-31,SHIPMENT,148,,388
389,2696,1616,2023-06-12,SHIPMENT,38,,389
390,1815,476,2024-04-29,SHIPMENT,81,,390
391,1790,1728,2024-09-18,SHIPMENT,114,,391
392,1176,1053,2023-01-24,SHIPMENT,130,,392
393,932,1545,2025-01-23,SHIPMENT,40,,393
394,1428,1908,2024-03-14,SHIPMENT,59,,394
395,2994,36,2022-04-24,SHIPMENT,125,,395
396,2153,1730,2023-03-12,SHIPMENT,59,,396
397,362,900,2023-02-19,SHIPMENT,150,,397
398,797,436,2023-01-12,SHIPMENT,144,,398
399,1431,592,2025-02-08,SHIPMENT,104,,399
400,1768,1416,2022-08-09,SHIPMENT,99,,400
401,2000,828,2024-07-29,SHIPMENT,124,,401
402,1083,1577,2025-03-15,SHIPMENT,77,,402
403,2515,647,2023-10-25,SHIPMENT,93,,403
404,1260,1148,2024-04-27,SHIPMENT,133,,404
405,1794,983,2022-06-01,SHIPMENT,54,,405
406,1724,1606,2023-11-19,SHIPMENT,98,,406
407,1375,1561,2023-10-14,SHIPMENT,54,,407
408,143,596,2023-01-25,SHIPMENT,109,,408
409,483,245,2022-12-27,SHIPMENT,108,,409
410,2534,1764,2023-02-13,SHIPMENT,116,,410
411,400,1909,2023-04-18,SHIPMENT,53,,411
412,745,1683,2023-01-22,SHIPMENT,114,,412
413,1442,1913,2024-04-20,SHIPMENT,106,,413
414,1668,1969,2022-12-21,SHIPMENT,49,,414
415,1885,721,2024-01-19,SHIPMENT,97,,415
416,2389,867,2022-05-31,SHIPMENT,37,,416
417,2613,1330,2023-05-18,SHIPMENT,89,,417
418,2814,809,2024-04-13,SHIPMENT,145,,418
419,2196,1197,2024-06-30,SHIPMENT,42,,419
420,182,830,2023-12-06,SHIPMENT,59,,420
421,2587,1963,2024-08-19,SHIPMENT,110,,421
422,435,1746,2023-07-31,SHIPMENT,83,,422
423,2937,44,2022-12-20,SHIPMENT,136,,423
424,475,335,2025-05-29,SHIPMENT,94,,424
425,2105,1815,2022-11-17,SHIPMENT,50,,425
426,1752,1330,2022-07-17,SHIPMENT,143,,426
427,2014,1167,2022-07-19,SHIPMENT,119,,427
428,2755,1033,2024-06-19,SHIPMENT,94,,428
429,1906,1090,2022-03-30,SHIPMENT,92,,429
430,2761,1690,2022-08-14,SHIPMENT,114,,430
431,1769,1499,2023-07-12,SHIPMENT,44,,431
432,511,742,2023-04-12,SHIPMENT,128,,432
433,2096,1308,2023-06-28,SHIPMENT,115,,433
434,2146,2002,2022-10-07,SHIPMENT,95,,434
435,354,405,2023-10-29,SHIPMENT,41,,435
436,65,100,2024-11-11,SHIPMENT,131,,436
437,972,1678,2022-07-07,SHIPMENT,44,,437
438,2601,91,2022-11-28,SHIPMENT,59,,438
439,680,866,2022-12-27,SHIPMENT,87,,439
440,1528,1449,2024-08-09,SHIPMENT,45,,440
441,2648,361,2022-08-14,SHIPMENT,123,,441
442,1476,357,2023-08-28,SHIPMENT,87,,442
443,696,1177,2024-07-13,SHIPMENT,109,,443
444,2579,829,2022-06-01,SHIPMENT,107,,444
445,2128,1459,2024-06-19,SHIPMENT,128,,445
446,742,1829,2024-01-16,SHIPMENT,134,,446
447,1543,1270,2025-01-02,SHIPMENT,64,,447
448,624,1718,2024-03-07,SHIPMENT,129,,448
449,349,179,2022-07-28,SHIPMENT,142,,449
450,1637,1824,2024-05-18,SHIPMENT,53,,450
451,2197,1638,2025-05-04,SHIPMENT,57,,451
452,1001,231,2023-01-13,SHIPMENT,113,,452
453,973,609,2023-09-26,SHIPMENT,71,,453
454,2276,539,2023-10-15,SHIPMENT,148,,454
455,1036,738,2025-05-20,SHIPMENT,41,,455
456,1128,1451,2024-10-19,SHIPMENT,101,,456
457,2913,1565,2023-07-11,SHIPMENT,31,,457
458,2794,1915,2024-12-09,SHIPMENT,53,,458
459,2742,585,2022-10-09,SHIPMENT,61,,459
460,872,1621,2023-06-20,SHIPMENT,130,,460
461,2264,587,2022-07-03,SHIPMENT,80,,461
462,1039,1958,2025-02-01,SHIPMENT,124,,462
463,944,569,2023-09-12,SHIPMENT,113,,463
464,537,642,2024-02-12,SHIPMENT,65,,464
465,1864,1815,2022-06-17,SHIPMENT,39,,465
466,1198,237,2024-01-30,SHIPMENT,84,,466
467,320,1176,2022-11-23,SHIPMENT,64,,467
468,375,1476,2023-01-18,SHIPMENT,76,,468
469,5,1494,2023-04-23,SHIPMENT,126,,469
470,34,528,2024-02-11,SHIPMENT,128,,470
471,494,1679,2024-08-29,SHIPMENT,35,,471
472,1801,1401,2022-03-03,SHIPMENT,62,,472
473,703,1165,2023-12-28,SHIPMENT,136,,473
474,9,1994,2022-06-30,SHIPMENT,91,,474
475,1876,774,2023-06-30,SHIPMENT,137,,475
476,2028,753,2023-08-07,SHIPMENT,51,,476
477,1383,580,2023-09-19,SHIPMENT,77,,477
478,1968,227,2025-05-27,SHIPMENT,42,,478
479,349,351,2023-02-25,SHIPMENT,105,,479
480,1567,38,2024-02-06,SHIPMENT,85,,480
481,878,244,2023-04-18,SHIPMENT,109,,481
482,1276,496,2023-03-09,SHIPMENT,131,,482
483,1743,2018,2024-10-13,SHIPMENT,40,,483
484,298,777,2022-08-09,SHIPMENT,65,,484
485,2177,586,2022-02-09,SHIPMENT,82,,485
486,1139,1515,2025-03-29,SHIPMENT,123,,486
487,2464,57,2022-12-05,SHIPMENT,36,,487
488,812,1933,2024-12-13,SHIPMENT,82,,488
489,615,1638,2024-04-17,SHIPMENT,61,,489
490,406,922,2025-03-10,SHIPMENT,92,,490
491,2119,59,2025-03-20,SHIPMENT,111,,491
492,698,1537,2022-11-23,SHIPMENT,70,,492
493,289,1713,2022-06-14,SHIPMENT,94,,493
494,995,1492,2022-02-03,SHIPMENT,58,,494
495,2240,1103,2022-12-13,SHIPMENT,40,,495
496,2510,667,2023-06-28,SHIPMENT,69,,496
497,2341,744,2023-07-24,SHIPMENT,40,,497
498,798,254,2023-10-03,SHIPMENT,52,,498
499,67,1226,2024-01-03,SHIPMENT,110,,499
500,1962,20,2023-04-13,SHIPMENT,146,,500
501,970,1324,2022-09-04,SHIPMENT,93,,501
502,1250,1635,2023-06-02,SHIPMENT,56,,502
503,1151,1731,2023-06-22,SHIPMENT,52,,503
504,2090,1222,2024-12-28,SHIPMENT,69,,504
505,2334,1802,2023-03-18,SHIPMENT,54,,505
506,1450,304,2025-01-06,SHIPMENT,95,,506
507,1176,1489,2024-03-02,SHIPMENT,47,,507
508,1193,286,2022-04-04,SHIPMENT,50,,508
509,1765,822,2023-01-31,SHIPMENT,60,,509
510,2321,1346,2023-10-14,SHIPMENT,97,,510
511,2292,1036,2024-04-11,SHIPMENT,109,,511
