sale_id,product_id,customer_id,store_id,date_id,quantity,unit_price,total_amount,promo_id,inventory_id,shipment_id
40,757,1472,1746,2025-04-04,10,6997.0,69970.0,14.0,8496,8496
41,892,1725,1491,2024-04-01,7,15193.23,106352.61,15.0,4451,4451
42,166,4787,2696,2024-07-24,5,10954.3,54771.5,,11630,11630
43,471,2696,849,2023-08-17,3,5102.33,15306.99,5.0,8488,8488
44,1651,834,502,2024-08-21,1,11712.13,11712.13,14.0,8207,8207
45,1656,724,1419,2025-02-18,2,15585.76,31171.52,7.0,4700,4700
46,1486,2749,1324,2024-11-29,9,14093.42,126840.78,,959,959
47,1462,4721,120,2025-05-11,1,34891.69,34891.69,20.0,5201,5201
48,1418,2275,41,2024-11-12,8,45653.69,365229.52,10.0,3010,3010
49,742,3369,511,2024-02-06,10,17473.23,174732.3,28.0,432,432
50,1205,441,321,2024-08-20,1,6591.83,6591.83,17.0,4644,4644
51,99,3150,2948,2025-01-12,7,21641.64,151491.48,5.0,11447,11447
52,321,2528,88,2025-03-21,3,9246.72,27740.16,8.0,7051,7051
53,1556,4840,2853,2025-05-19,5,11509.46,57547.3,22.0,4509,4509
54,979,2720,1742,2023-07-25,2,27612.03,55224.06,,2527,2527
55,2005,3201,2428,2023-11-14,1,28551.93,28551.93,26.0,8254,8254
56,444,163,2272,2025-03-26,5,24279.57,121397.85,30.0,3226,3226
57,1254,2524,1498,2024-02-04,3,43479.16,130437.48,17.0,6818,6818
58,2022,1978,2490,2024-09-21,7,33867.44,237072.08,,3996,3996
59,1938,2223,2400,2022-11-23,4,5043.62,20174.48,8.0,5573,5573
60,1346,3847,2346,2025-04-23,3,14483.53,43450.59,19.0,1581,1581
61,514,2412,2142,2025-03-04,5,35906.67,179533.35,19.0,1369,1369
62,1787,2375,205,2025-05-19,8,15182.5,121460.0,5.0,2455,2455
63,1334,671,603,2023-10-25,4,35490.43,141961.72,8.0,9819,9819
64,1765,1037,2187,2025-05-11,6,22027.1,132162.6,19.0,7745,7745
65,759,427,1333,2024-10-27,8,45460.38,363683.04,25.0,10891,10891
66,1038,4513,1326,2025-03-30,3,13238.14,39714.42,4.0,4778,4778
67,8,2284,1975,2023-11-11,5,31467.74,157338.7,14.0,10685,10685
68,1315,1449,2047,2022-09-10,5,22708.29,113541.45,16.0,1950,1950
69,1666,4046,1267,2024-12-04,5,37361.61,186808.05,15.0,10905,10905
70,463,1348,366,2025-03-22,4,45222.31,180889.24,15.0,1929,1929
71,546,4877,1477,2025-03-30,5,14107.21,70536.05,23.0,2073,2073
72,1603,721,2756,2023-07-29,10,8045.27,80452.7,18.0,10803,10803
73,1429,3663,2761,2024-08-08,2,35750.9,71501.8,12.0,6825,6825
74,1698,2438,715,2024-01-25,9,46623.33,419609.97,6.0,2506,2506
75,1848,3436,822,2024-09-27,1,15063.0,15063.0,20.0,10044,10044
76,2021,3111,590,2024-11-03,1,15379.38,15379.38,16.0,11150,11150
77,1166,3058,557,2024-10-09,6,23754.66,142527.96,,8629,8629
78,459,4445,516,2024-11-18,6,34517.96,207107.76,26.0,9237,9237
79,660,1937,1464,2025-04-13,4,42507.52,170030.08,4.0,6499,6499
80,59,4971,1905,2023-12-25,9,24997.64,224978.76,20.0,1182,1182
81,944,2136,1704,2025-03-13,10,25256.01,252560.1,,2970,2970
82,511,4157,1643,2025-01-28,10,30529.68,305296.8,17.0,4379,4379
83,1530,736,1058,2023-04-17,1,47939.92,47939.92,18.0,1205,1205
84,1175,3948,1993,2023-02-02,6,49178.21,295069.26,1.0,6102,6102
85,1868,4494,1703,2025-05-23,8,6654.29,53234.32,20.0,1758,1758
86,1033,2917,1566,2023-06-29,9,40841.55,367573.95,26.0,3664,3664
87,1651,1452,2885,2025-05-08,2,28671.16,57342.32,16.0,1155,1155
88,1062,1083,359,2025-05-31,10,28212.05,282120.5,15.0,3594,3594
89,1571,3108,1265,2025-02-18,10,46474.93,464749.3,17.0,1521,1521
90,312,2418,2423,2024-08-02,2,12980.57,25961.14,27.0,7594,7594
91,2,840,1836,2025-03-19,5,39053.87,195269.35,26.0,11795,11795
92,1231,4292,2450,2025-05-06,7,33930.47,237513.29,1.0,1193,1193
93,546,3126,1802,2023-05-19,7,45981.01,321867.07,2.0,4766,4766
94,2025,3180,619,2023-11-29,1,31472.99,31472.99,28.0,4928,4928
95,837,1743,889,2025-03-11,4,49253.19,197012.76,26.0,6150,6150
96,1528,2591,1498,2024-11-04,3,34569.88,103709.64,22.0,4210,4210
97,1237,4524,2168,2025-01-04,1,26068.21,26068.21,23.0,6012,6012
98,1229,2916,928,2024-10-01,2,31097.65,62195.3,28.0,1839,1839
99,749,1552,137,2024-10-28,5,26892.62,134463.1,14.0,2870,2870
100,1866,3184,2623,2023-11-11,6,44583.96,267503.76,26.0,2553,2553
101,690,1371,840,2025-05-11,4,23841.78,95367.12,10.0,11695,11695
102,1482,2601,1832,2024-07-14,5,42252.89,211264.45,21.0,7408,7408
103,1864,1983,718,2024-04-23,8,40617.82,324942.56,16.0,11950,11950
104,1520,2608,1196,2025-01-18,4,22767.34,91069.36,3.0,11839,11839
105,1092,4216,2796,2025-03-06,3,28104.15,84312.45,,6319,6319
106,1358,3772,2809,2022-06-04,5,35381.77,176908.85,22.0,1116,1116
107,487,2326,2642,2023-09-24,1,31572.99,31572.99,23.0,9978,9978
108,1487,1742,2518,2025-05-28,8,42884.18,343073.44,,5550,5550
109,1940,2773,996,2025-02-21,7,42367.0,296569.0,14.0,6804,6804
110,1764,1049,2791,2025-05-10,6,30968.22,185809.32,8.0,11153,11153
111,737,2951,1525,2025-03-27,6,37586.92,225521.52,30.0,1826,1826
112,1571,1772,2005,2024-10-20,5,44170.26,220851.3,15.0,6180,6180
113,1117,687,2951,2024-12-06,8,35601.73,284813.84,1.0,7644,7644
114,598,2107,1525,2024-02-03,1,32953.75,32953.75,4.0,9424,9424
115,1597,3166,2138,2025-05-16,7,6016.73,42117.11,,9364,9364
116,387,707,2529,2025-05-18,5,27183.33,135916.65,10.0,7365,7365
117,1912,2084,2892,2024-05-24,10,31185.6,311856.0,25.0,4347,4347
118,1258,4250,204,2025-04-03,5,9283.46,46417.3,26.0,8566,8566
119,137,2999,1632,2023-11-12,8,19217.81,153742.48,21.0,9061,9061
120,1665,1969,2266,2025-05-06,9,30038.83,270349.47,21.0,11051,11051
121,1731,443,1692,2024-03-25,1,39276.17,39276.17,8.0,7429,7429
122,1434,3386,1912,2025-01-20,2,13548.31,27096.62,1.0,10861,10861
123,329,1149,2200,2023-06-15,9,44520.06,400680.54,17.0,1873,1873
124,812,3084,2604,2023-12-06,7,28022.71,196158.97,,1698,1698
125,788,2029,2657,2023-11-16,4,16539.83,66159.32,5.0,10411,10411
126,308,2770,1389,2023-12-01,7,32395.01,226765.07,,2639,2639
127,1975,4191,1428,2024-12-14,9,7293.56,65642.04,27.0,4030,4030
128,85,4897,75,2023-09-30,6,46823.37,280940.22,28.0,8073,8073
129,1023,3551,2595,2025-04-02,6,39889.95,239339.7,8.0,9349,9349
130,292,3957,2108,2023-03-10,1,8491.76,8491.76,4.0,11019,11019
131,562,4033,177,2023-04-23,9,29690.03,267210.27,28.0,2934,2934
132,413,4695,640,2024-06-16,1,10599.91,10599.91,18.0,3400,3400
133,1350,3755,2330,2024-12-22,7,47626.36,333384.52,26.0,8764,8764
134,1056,4760,2881,2025-05-31,2,33254.18,66508.36,22.0,4137,4137
135,547,2429,2499,2025-04-20,7,36717.03,257019.21,20.0,9451,9451
136,1932,142,2818,2025-02-09,10,46758.93,467589.3,3.0,1547,1547
137,572,3471,1783,2024-08-27,1,21810.38,21810.38,12.0,2300,2300
138,303,490,539,2023-12-22,5,11044.85,55224.25,28.0,3630,3630
139,1540,3793,929,2024-08-11,5,13701.67,68508.35,11.0,5662,5662
140,115,4801,236,2023-10-24,8,45491.52,363932.16,,6334,6334
141,684,1085,1177,2024-10-24,1,8803.41,8803.41,2.0,10696,10696
142,10,4398,2111,2025-05-18,9,45848.86,412639.74,1.0,9379,9379
143,283,2927,1098,2022-03-06,6,19476.05,116856.3,9.0,5786,5786
144,647,1123,889,2023-06-26,2,19957.5,39915.0,19.0,11552,11552
145,47,3456,2673,2023-07-23,10,19987.68,199876.8,1.0,11912,11912
146,1972,3070,2974,2024-03-25,6,18702.18,112213.08,13.0,7839,7839
147,637,4648,952,2025-04-21,4,25571.28,102285.12,9.0,6880,6880
148,1198,3139,1086,2023-11-18,5,28260.94,141304.7,1.0,5804,5804
149,1103,3317,2240,2024-06-04,4,8128.32,32513.28,26.0,495,495
150,398,2199,2836,2025-05-15,10,10238.11,102381.1,19.0,3812,3812
151,1781,2815,468,2023-02-14,5,10102.65,50513.25,12.0,3498,3498
152,620,4595,276,2024-06-26,3,15916.2,47748.6,30.0,4840,4840
153,1698,2957,639,2023-03-15,7,23577.42,165041.94,25.0,8798,8798
154,2005,1748,2603,2024-08-19,4,6838.41,27353.64,13.0,3112,3112
155,759,291,246,2024-12-06,8,7270.62,58164.96,23.0,8728,8728
156,1287,3749,1933,2025-02-11,7,36362.13,254534.91,20.0,7998,7998
157,1530,1208,1058,2025-04-16,8,31577.04,252616.32,30.0,1205,1205
158,984,3734,2520,2025-05-04,9,19492.93,175436.37,12.0,11471,11471
159,1501,4428,356,2024-07-16,6,24128.02,144768.12,30.0,619,619
160,844,4623,514,2024-08-02,10,5267.28,52672.8,8.0,4083,4083
161,1356,1457,2862,2025-01-26,1,7592.67,7592.67,,8557,8557
162,1677,1054,2729,2024-03-02,2,46838.39,93676.78,6.0,5760,5760
163,380,1058,2897,2022-04-07,5,25627.77,128138.85,21.0,9163,9163
164,558,4244,1763,2024-06-06,8,35302.06,282416.48,12.0,4986,4986
165,66,4082,2903,2025-05-13,2,16229.06,32458.12,10.0,7039,7039
166,1670,108,178,2024-09-22,2,42208.99,84417.98,11.0,5270,5270
167,1058,296,509,2024-10-05,9,40933.32,368399.88,30.0,1137,1137
168,1815,4307,2105,2023-08-11,7,21949.22,153644.54,4.0,425,425
169,18,808,1677,2024-04-08,4,42726.73,170906.92,7.0,11908,11908
170,822,949,631,2024-10-03,1,29845.29,29845.29,26.0,3313,3313
171,893,1874,1617,2023-01-22,2,26561.19,53122.38,19.0,10058,10058
172,1783,3932,1377,2025-05-15,9,36554.84,328993.56,21.0,7268,7268
173,1066,2607,2335,2025-05-30,10,34565.21,345652.1,,7909,7909
174,1972,1,2361,2024-02-28,7,19513.15,136592.05,29.0,11338,11338
175,1706,4913,1834,2025-03-20,10,23105.56,231055.6,24.0,35,35
176,87,2436,2922,2024-05-14,3,32709.11,98127.33,10.0,713,713
177,145,4191,2994,2025-03-10,10,46846.43,468464.3,10.0,9320,9320
178,1527,1871,1341,2024-11-14,5,7580.8,37904.0,22.0,7943,7943
179,1328,4939,2148,2023-03-07,9,30373.87,273364.83,19.0,9827,9827
180,831,3366,2777,2024-06-17,5,41869.46,209347.3,11.0,617,617
181,1029,2493,1929,2024-12-27,8,13565.7,108525.6,6.0,1051,1051
182,133,2491,817,2024-07-02,5,34614.23,173071.15,17.0,8029,8029
183,789,2221,1855,2025-03-02,2,15986.65,31973.3,5.0,5240,5240
184,380,3597,985,2024-12-14,10,42487.13,424871.3,6.0,11893,11893
185,939,2481,1920,2024-12-10,7,40469.92,283289.44,13.0,7949,7949
186,1095,812,1519,2025-02-19,1,23375.04,23375.04,,378,378
187,71,1444,1742,2023-10-04,10,23140.11,231401.1,18.0,350,350
188,1849,3116,182,2022-12-13,8,18287.71,146301.68,19.0,8136,8136
189,1078,4650,960,2025-05-27,4,22033.43,88133.72,5.0,11834,11834
190,1701,1848,1667,2025-03-25,5,21411.44,107057.2,1.0,8328,8328
191,822,1826,1308,2025-02-20,2,14735.68,29471.36,6.0,4859,4859
192,1553,2098,2006,2025-05-10,5,43903.09,219515.45,9.0,5228,5228
193,721,4330,1885,2024-07-22,8,29387.5,235100.0,8.0,415,415
194,528,158,2962,2023-11-05,2,44114.52,88229.04,26.0,6324,6324
195,1584,4780,704,2024-03-25,3,42329.36,126988.08,5.0,5881,5881
196,1448,3308,2432,2024-12-23,4,19059.28,76237.12,14.0,2784,2784
197,1154,1522,70,2025-04-12,4,14601.89,58407.56,20.0,10218,10218
198,974,4515,2055,2024-08-21,3,13879.96,41639.88,9.0,9758,9758
199,940,582,882,2025-02-05,10,18309.87,183098.7,15.0,805,805
200,34,4841,1648,2024-01-26,1,29209.61,29209.61,9.0,9030,9030
201,1309,457,1190,2025-04-23,7,25095.47,175668.29,23.0,6588,6588
202,608,1873,1839,2025-02-09,7,9114.91,63804.37,10.0,1587,1587
203,1889,1488,2291,2025-05-13,8,30012.89,240103.12,24.0,9987,9987
204,639,393,1479,2025-01-21,10,9849.78,98497.8,,8260,8260
205,1494,663,2300,2024-08-19,10,43385.75,433857.5,17.0,6417,6417
206,640,4716,2338,2025-03-15,8,44486.9,355895.2,30.0,1912,1912
207,1214,1222,2438,2025-03-22,10,29245.24,292452.4,20.0,6296,6296
208,913,3068,1018,2024-06-08,5,20231.06,101155.3,16.0,575,575
209,2000,224,1403,2024-11-30,1,18445.48,18445.48,19.0,7982,7982
210,1416,307,2024,2025-05-05,7,15982.03,111874.21,12.0,8617,8617
211,1491,204,2815,2025-05-29,4,31166.59,124666.36,13.0,4673,4673
212,587,2965,246,2025-05-10,9,7321.45,65893.05,25.0,6159,6159
213,228,1503,1978,2025-05-23,6,45632.96,273797.76,23.0,5091,5091
214,1601,3208,813,2024-11-30,8,45541.23,364329.84,6.0,4667,4667
215,1023,340,1983,2025-04-23,6,33304.28,199825.68,26.0,870,870
216,1918,4798,1997,2024-07-01,8,43671.0,349368.0,22.0,4878,4878
217,271,1059,1795,2024-09-12,6,48459.83,290758.98,17.0,4678,4678
218,1069,2179,2075,2025-03-17,1,34148.95,34148.95,3.0,4710,4710
219,1288,382,1605,2023-12-31,4,20011.76,80047.04,3.0,10821,10821
220,1727,4444,2143,2024-07-28,7,35759.58,250317.06,18.0,6512,6512
221,1029,4934,1929,2024-11-27,3,32500.92,97502.76,14.0,1051,1051
222,575,3090,1381,2022-09-15,6,9330.75,55984.5,21.0,1078,1078
223,1444,2159,334,2025-05-06,2,18641.21,37282.42,9.0,10568,10568
224,776,3812,1679,2025-05-16,3,17338.31,52014.93,18.0,4093,4093
225,99,2589,1219,2024-10-17,7,33804.22,236629.54,6.0,9482,9482
226,249,3130,2951,2024-07-24,8,36413.96,291311.68,16.0,6748,6748
227,500,4033,2738,2025-06-01,3,10387.42,31162.26,8.0,11265,11265
228,1262,2145,2090,2025-02-03,5,43748.51,218742.55,10.0,9222,9222
229,501,2275,203,2024-04-30,9,35624.8,320623.2,5.0,2925,2925
230,107,748,1697,2025-05-23,9,31253.58,281282.22,21.0,11,11
231,1785,1543,1352,2023-10-18,6,46389.34,278336.04,13.0,6467,6467
232,548,2787,127,2024-08-24,9,43018.83,387169.47,16.0,10509,10509
233,1779,3007,2325,2024-03-18,3,35521.86,106565.58,19.0,5156,5156
234,42,1855,1350,2024-09-24,3,41501.19,124503.57,11.0,5314,5314
235,1918,3603,778,2023-01-30,5,47744.82,238724.1,17.0,1868,1868
236,17,4305,2717,2024-07-29,7,25495.46,178468.22,3.0,5140,5140
237,142,2771,2974,2024-05-14,9,34741.37,312672.33,22.0,8808,8808
238,1046,1797,2395,2024-11-09,5,8147.61,40738.05,9.0,5020,5020
239,379,4554,2456,2025-04-13,3,28929.66,86788.98,1.0,9347,9347
240,648,275,1619,2023-01-16,8,31488.96,251911.68,21.0,9981,9981
241,722,483,1541,2023-07-14,7,23936.91,167558.37,20.0,11412,11412
242,1440,1768,433,2024-09-24,10,40492.62,404926.2,5.0,8727,8727
243,488,3206,620,2023-05-29,6,14364.33,86185.98,20.0,7531,7531
244,1477,4660,2988,2024-01-21,7,41876.53,293135.71,24.0,2207,2207
245,267,3274,2860,2025-01-24,7,16246.68,113726.76,20.0,2940,2940
246,995,855,706,2024-11-18,4,39685.03,158740.12,19.0,11423,11423
247,692,4075,201,2024-06-16,6,12019.28,72115.68,30.0,787,787
248,35,413,164,2025-04-25,2,43259.87,86519.74,4.0,7953,7953
249,1867,4522,1784,2025-05-28,3,10446.25,31338.75,29.0,4066,4066
250,1923,4700,1284,2024-12-14,5,21132.29,105661.45,8.0,10074,10074
251,242,3014,1704,2023-09-21,5,35457.6,177288.0,27.0,5621,5621
252,833,4942,1895,2025-05-07,3,11731.07,35193.21,22.0,8553,8553
253,2030,1846,757,2023-10-06,6,36540.11,219240.66,11.0,7164,7164
254,1007,2756,643,2025-01-04,1,7916.69,7916.69,7.0,8139,8139
255,103,44,2096,2024-12-02,9,18497.25,166475.25,,4571,4571
256,1949,1050,1937,2025-03-24,2,24316.95,48633.9,26.0,2349,2349
257,864,3294,1984,2022-04-20,9,30159.01,271431.09,,8979,8979
258,1023,1006,2526,2024-02-29,6,43719.01,262314.06,2.0,7913,7913
259,1031,1788,1930,2024-03-15,8,44399.03,355192.24,22.0,4423,4423
260,563,4154,159,2024-08-27,2,40065.49,80130.98,4.0,4523,4523
261,970,604,2994,2024-10-26,8,37966.24,303729.92,22.0,11574,11574
262,1715,4289,1218,2024-09-11,8,47742.73,381941.84,7.0,10843,10843
263,1268,4547,175,2024-02-29,8,39066.61,312532.88,,3330,3330
264,449,3508,2455,2025-02-12,2,32330.68,64661.36,5.0,11333,11333
265,1867,1924,2825,2025-04-21,4,49430.02,197720.08,26.0,5517,5517
266,266,490,23,2024-04-09,6,43767.05,262602.3,28.0,7037,7037
267,779,1498,1311,2025-02-16,3,26721.17,80163.51,,4554,4554
268,178,2220,623,2024-02-15,8,21367.67,170941.36,15.0,222,222
269,1399,412,1362,2023-08-24,9,23146.95,208322.55,13.0,10034,10034
270,1995,113,2017,2023-06-26,3,19724.05,59172.15,15.0,8053,8053
271,223,2956,1359,2024-12-25,1,47349.48,47349.48,19.0,4098,4098
272,183,2547,1061,2024-10-14,10,36450.02,364500.2,27.0,7104,7104
273,461,1640,2146,2022-11-20,5,17569.3,87846.5,17.0,1393,1393
274,2012,836,1204,2022-05-29,4,25027.32,100109.28,17.0,8266,8266
275,642,2227,1602,2023-02-16,4,48828.35,195313.4,30.0,3835,3835
276,1241,3039,82,2025-02-01,7,46013.49,322094.43,11.0,300,300
277,1856,1487,2387,2024-06-20,10,16337.29,163372.9,4.0,6444,6444
278,1372,56,1240,2024-06-24,2,33407.27,66814.54,1.0,7535,7535
279,69,3170,834,2023-11-28,2,26880.46,53760.92,26.0,3264,3264
280,608,2830,1853,2025-04-07,6,38406.01,230436.06,,2359,2359
281,1666,2423,1685,2022-02-26,10,46141.06,461410.6,30.0,7434,7434
282,1989,1490,1592,2023-05-03,3,27206.62,81619.86,5.0,636,636
283,495,4847,140,2024-10-17,3,27442.02,82326.06,,1165,1165
284,1021,40,2051,2024-02-26,3,8301.43,24904.29,3.0,7903,7903
285,1689,3566,122,2025-02-10,1,49112.11,49112.11,2.0,3981,3981
286,1990,2794,2301,2025-04-16,10,15947.52,159475.2,6.0,11099,11099
287,321,2146,1635,2024-09-26,10,26674.76,266747.6,26.0,10331,10331
288,113,3474,1467,2024-06-22,2,38637.86,77275.72,,10526,10526
289,706,4536,2152,2024-08-15,8,19852.99,158823.92,7.0,10723,10723
290,1871,1977,1026,2025-01-14,9,8382.13,75439.17,16.0,5327,5327
291,258,3882,1576,2025-05-24,6,6489.72,38938.32,6.0,7286,7286
292,925,4717,2985,2025-02-09,9,19125.54,172129.86,7.0,5835,5835
293,936,1359,744,2024-05-14,7,32042.13,224294.91,29.0,4516,4516
294,396,1091,1406,2025-06-01,2,38534.31,77068.62,12.0,581,581
295,1700,1273,988,2024-05-17,8,8789.61,70316.88,5.0,4688,4688
296,720,189,1137,2025-02-19,1,40266.22,40266.22,9.0,6430,6430
297,1199,1764,1705,2025-04-04,1,46526.45,46526.45,12.0,29,29
298,1349,1843,1119,2024-08-10,5,38739.28,193696.4,18.0,6429,6429
299,1681,2683,733,2025-05-24,6,35535.39,213212.34,6.0,3978,3978
300,1571,3343,2005,2025-05-05,7,13401.58,93811.06,17.0,6180,6180
301,1022,3609,2655,2025-04-14,6,5146.12,30876.72,,8102,8102
302,1951,1538,992,2025-03-11,1,32176.88,32176.88,27.0,3839,3839
303,968,4739,2122,2024-03-27,8,34710.03,277680.24,22.0,1558,1558
304,1301,3286,2836,2023-08-15,1,16076.8,16076.8,18.0,9751,9751
305,316,1281,2920,2023-03-06,7,10587.2,74110.4,24.0,7404,7404
306,557,4704,1777,2025-01-20,5,19157.17,95785.85,5.0,239,239
307,33,4635,1878,2024-04-06,10,47961.19,479611.9,,10874,10874
308,529,4451,862,2024-09-12,2,22640.27,45280.54,20.0,8292,8292
309,1974,2282,996,2023-10-19,7,44990.06,314930.42,2.0,3180,3180
310,635,941,1617,2022-08-29,2,46235.06,92470.12,18.0,5075,5075
311,1451,406,684,2023-11-13,2,15725.12,31450.24,3.0,7877,7877
312,1576,4474,642,2023-11-17,7,7866.64,55066.48,22.0,10637,10637
313,1273,1207,2461,2023-09-30,1,23926.79,23926.79,5.0,2220,2220
314,1824,3940,2272,2024-06-10,8,5388.38,43107.04,29.0,9645,9645
315,1878,1625,1311,2023-05-20,5,34262.46,171312.3,11.0,1312,1312
316,1893,4240,2605,2023-02-20,6,45113.88,270683.28,29.0,10683,10683
317,1014,4087,869,2024-04-22,3,42011.94,126035.82,7.0,720,720
318,1459,225,1608,2024-11-12,3,48864.12,146592.36,14.0,4015,4015
319,483,1466,2936,2024-11-13,1,10883.95,10883.95,11.0,718,718
320,291,2379,2833,2024-11-11,3,32110.21,96330.63,24.0,9681,9681
321,127,348,3000,2024-03-20,3,15520.92,46562.76,7.0,7577,7577
322,912,3432,791,2024-12-14,8,17560.13,140481.04,12.0,9421,9421
323,265,231,2907,2023-12-30,4,24517.38,98069.52,22.0,4691,4691
324,895,3557,116,2025-04-24,8,30037.12,240296.96,30.0,9432,9432
325,1360,4098,2738,2025-02-01,10,28170.62,281706.2,13.0,4682,4682
326,1320,2888,2362,2024-07-08,9,30173.17,271558.53,29.0,5206,5206
327,1346,4744,1569,2025-02-21,3,18741.06,56223.18,4.0,11452,11452
328,133,1548,2002,2023-06-29,3,37362.99,112088.97,9.0,5055,5055
329,947,1185,1453,2024-06-15,4,38355.57,153422.28,16.0,5294,5294
330,349,276,1207,2023-10-20,8,40470.18,323761.44,6.0,2709,2709
331,302,687,1455,2024-10-04,5,6548.9,32744.5,10.0,11626,11626
332,1944,4669,2504,2023-09-10,9,31274.42,281469.78,20.0,8968,8968
333,1568,3537,2217,2024-04-28,2,44954.73,89909.46,22.0,10976,10976
334,181,2664,1025,2024-06-16,4,31270.41,125081.64,20.0,4290,4290
335,1429,4368,1430,2024-04-17,3,36255.42,108766.26,19.0,5697,5697
336,571,2723,570,2024-08-28,2,49261.9,98523.8,10.0,11160,11160
337,991,1954,2939,2025-04-29,6,9565.1,57390.6,12.0,11515,11515
338,1523,2871,2968,2023-11-30,8,27817.89,222543.12,24.0,6104,6104
339,222,3620,2132,2025-05-17,2,49402.57,98805.14,1.0,944,944
340,4,1396,999,2023-01-28,3,12323.04,36969.12,13.0,1350,1350
341,1868,1739,2383,2024-09-27,10,29200.69,292006.9,10.0,580,580
342,772,3561,899,2025-03-22,4,5867.07,23468.28,19.0,7902,7902
343,184,329,2165,2025-05-07,1,25481.52,25481.52,30.0,10286,10286
344,1634,3685,1258,2023-07-08,7,13142.49,91997.43,20.0,2669,2669
345,1540,4066,2450,2025-03-29,5,43008.13,215040.65,15.0,11144,11144
346,1830,4454,1061,2025-01-13,10,40630.4,406304.0,23.0,7017,7017
347,1565,790,1147,2025-02-01,9,36748.61,330737.49,13.0,629,629
348,995,335,2154,2025-05-28,4,6924.83,27699.32,7.0,3569,3569
349,1617,1606,549,2025-05-21,2,20778.2,41556.4,22.0,7387,7387
350,270,2089,2020,2024-05-29,2,24402.97,48805.94,14.0,8049,8049
351,739,4680,1548,2024-02-21,4,11092.64,44370.56,15.0,1056,1056
352,820,4582,1526,2025-02-19,10,37265.2,372652.0,7.0,4960,4960
353,1223,2640,1956,2024-05-11,8,22685.93,181487.44,2.0,1001,1001
354,1825,2251,438,2023-04-06,6,36937.56,221625.36,25.0,4553,4553
355,1877,1409,1789,2025-05-20,1,44370.48,44370.48,8.0,3160,3160
356,1315,3662,1687,2024-10-08,10,5494.79,54947.9,23.0,2853,2853
357,472,3900,2026,2024-12-07,9,31055.1,279495.9,28.0,3782,3782
358,70,4174,2861,2024-11-06,8,33738.61,269908.88,3.0,291,291
359,891,1362,2460,2023-11-22,1,46613.37,46613.37,26.0,9527,9527
